Dominant_Topic,Perc_Contribution,Topic_Keywords,Original_Text
1,0.3938,"language, text, model, word, models, based, information, task, natural, words",
4,0.5689,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3959,"data, system, learning, systems, research, human, machine, user, speech, s",
5,0.2617,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.4203,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.4117,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8329,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.318,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.6019,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
0,0.2848,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
9,0.6486,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.5311,"data, system, learning, systems, research, human, machine, user, speech, s",
9,0.43,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
2,0.3747,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.8261,"image, network, method, propose, features, methods, art, state, 3d, feature",
3,0.4569,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
3,0.4149,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
8,0.7812,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.7418,"language, text, model, word, models, based, information, task, natural, words",
5,0.5625,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.6114,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.5267,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
0,0.349,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
8,0.4755,"image, network, method, propose, features, methods, art, state, 3d, feature",
0,0.3392,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
2,0.3799,"data, training, model, learning, adversarial, method, loss, space, models, propose",
7,0.6612,"data, system, learning, systems, research, human, machine, user, speech, s",
1,0.4004,"language, text, model, word, models, based, information, task, natural, words",
5,0.5993,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.3086,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.5272,"language, text, model, word, models, based, information, task, natural, words",
1,0.3494,"language, text, model, word, models, based, information, task, natural, words",
8,0.4582,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.8311,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.4507,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.6026,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.703,"language, text, model, word, models, based, information, task, natural, words",
3,0.2922,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
9,0.6027,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
4,0.8849,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
4,0.8033,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
9,0.2513,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
6,0.7364,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.3985,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.5405,"language, text, model, word, models, based, information, task, natural, words",
8,0.3403,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.2911,"language, text, model, word, models, based, information, task, natural, words",
5,0.4144,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
9,0.7188,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
7,0.2993,"data, system, learning, systems, research, human, machine, user, speech, s",
3,0.4265,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
4,0.6079,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
7,0.3215,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.5616,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.6073,"language, text, model, word, models, based, information, task, natural, words",
1,0.554,"language, text, model, word, models, based, information, task, natural, words",
2,0.6175,"data, training, model, learning, adversarial, method, loss, space, models, propose",
8,0.3591,"image, network, method, propose, features, methods, art, state, 3d, feature",
9,0.3966,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
8,0.5264,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5782,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.3784,"language, text, model, word, models, based, information, task, natural, words",
4,0.8105,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.5079,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.4206,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
4,0.5252,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4838,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3094,"language, text, model, word, models, based, information, task, natural, words",
8,0.4151,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.4361,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.3583,"language, text, model, word, models, based, information, task, natural, words",
7,0.4063,"data, system, learning, systems, research, human, machine, user, speech, s",
8,0.3335,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.3242,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.2913,"image, network, method, propose, features, methods, art, state, 3d, feature",
1,0.4808,"language, text, model, word, models, based, information, task, natural, words",
8,0.4526,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5601,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
3,0.278,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
6,0.4399,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.3277,"language, text, model, word, models, based, information, task, natural, words",
0,0.2506,"image, images, resolution, 0, segmentation, based, deep, method, results, proposed",
3,0.396,"video, detection, object, recognition, face, temporal, pose, based, human, motion",
5,0.5019,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
7,0.3466,"data, system, learning, systems, research, human, machine, user, speech, s",
4,0.7347,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4907,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
2,0.4515,"data, training, model, learning, adversarial, method, loss, space, models, propose",
1,0.6238,"language, text, model, word, models, based, information, task, natural, words",
1,0.3353,"language, text, model, word, models, based, information, task, natural, words",
1,0.3354,"language, text, model, word, models, based, information, task, natural, words",
5,0.3411,"domain, learning, training, task, model, models, data, tasks, dataset, knowledge",
8,0.2958,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5977,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.4921,"language, text, model, word, models, based, information, task, natural, words",
9,0.4096,"network, networks, neural, performance, proposed, time, model, based, accuracy, deep",
1,0.2778,"language, text, model, word, models, based, information, task, natural, words",
8,0.4748,"image, network, method, propose, features, methods, art, state, 3d, feature",
8,0.2832,"image, network, method, propose, features, methods, art, state, 3d, feature",
4,0.5082,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
6,0.4391,"problem, n, information, linear, algorithm, 1, matrix, paper, k, 2",
1,0.5654,"language, text, model, word, models, based, information, task, natural, words",
4,0.8241,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
1,0.4946,"language, text, model, word, models, based, information, task, natural, words",
4,0.7233,"channel, codes, rate, power, scheme, proposed, performance, paper, multiple, capacity",
8,0.4697,"image, network, method, propose, features, methods, art, state, 3d, feature",
7,0.2988,"data, system, learning, systems, research, human, machine, user, speech, s",
